序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
10054,256.83584922634253,343.13262885648857,440.76358788973147,513.3548957925996,571.8238977749717,659.7872794111989,739.4034806258423,848,848,848,848,848,848,848,848,848,750,202.0759282850092,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10055,263.000582270888,347.55214859508214,443.1093856009803,514.0110949923244,571.8238977749717,656.5702366327005,738.4867032908617,848,848,848,848,848,848,848,848,848,750,201.70009219750847,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10056,260.58068281282306,347.3758431988343,439.005140780012,513.4514992061258,572.7581228144592,658.3287023980065,738.4615119589685,848,848,848,848,848,848,848,848,848,750,202.88569462682145,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10057,262.1505830437549,349.45199639641226,440.5042548390093,514.8471405854729,572.213689111846,656.5870681926209,738.7484330543343,848,848,848,848,848,848,848,848,848,750,201.13552217107815,298.99474997573293,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10058,259.1345958575331,347.62396325561235,439.1633884748624,513.5684416693894,572.787962673323,661.0405974259371,738.5415047838279,848,848,848,848,848,848,848,848,848,750,202.8232062945865,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10059,262.8859116532797,348.7698298780239,443.5921325243157,513.4153703670637,571.7864696493543,658.9338230357434,736.4908995509215,848,848,848,848,848,848,848,848,848,750,202.508395170614,298.99474997573293,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10060,260.58068281282306,347.3758431988343,439.2758062682886,512.6552313661922,572.587605654794,657.8226405137871,737.5159364535447,848,848,848,848,848,848,848,848,848,750,202.93415429267208,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10061,260.4211174980438,346.7148070778983,443.04565271761646,512.9479865312079,572.0149830024532,658.4535531251029,738.6085567637848,848,848,848,848,848,848,848,848,848,750,201.84229492986148,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10062,260.6293405793491,348.4409942636748,442.9550804254589,512.9627844342856,572.7760377607913,657.52004945817,737.835390529404,848,848,848,848,848,848,848,848,848,750,203.2953878131174,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10063,260.10192568686847,347.75479312585725,442.8039668149716,513.9682998819934,570.9539083596669,656.928692751737,739.0450927979048,848,848,848,848,848,848,848,848,848,750,202.50940944896612,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10064,259.15380387389786,345.24211874186614,440.2160151674345,514.4319090391534,571.9739370369679,659.1268148676247,738.9516384336335,848,848,848,848,848,848,848,848,848,750,202.2845698696552,299.6578091481417,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10065,257.76643772610964,346.14315706263886,442.8105582163993,513.90303664095,571.1102876932762,663.5396797255916,738.1101372794421,848,848,848,848,848,848,848,848,848,750,202.86588107881587,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10066,260.58068281282306,347.3925182516548,442.56987210496527,513.8726178623981,572.7581228144592,659.472697053003,737.892340292111,848,848,848,848,848,848,848,848,848,750,201.84229492986148,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10067,263.08295910753776,347.723206657742,440.05578473053833,514.2869414271061,570.9377058317114,656.8719499769579,738.8052793112059,848,848,848,848,848,848,848,848,848,750,202.56028585839533,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10068,260.33497759203897,347.4169638647419,442.3735173887843,512.3950867765666,571.8731718353057,659.4593856213011,737.7587171615592,848,848,848,848,848,848,848,848,848,750,202.1307791240938,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10069,264.2188720046849,347.4169638647419,438.72264173066,513.895119089157,573.1479141513335,659.1334357863874,737.46180268828,848,848,848,848,848,848,848,848,848,750,201.53340141654047,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10070,262.8770835419845,347.40028881192137,439.005140780012,512.3793249273555,571.9268024888786,656.5628055399159,739.0632553232203,848,848,848,848,848,848,848,848,848,750,202.2243303177524,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10071,260.33497759203897,347.40028881192137,439.2107930229973,513.0701710458773,570.8234010703088,658.6347192916668,737.8799288259946,848,848,848,848,848,848,848,848,848,750,201.83753303926588,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10072,260.30077541058506,347.49767942231296,442.5275805740101,513.9996400544762,572.7876525447697,660.6630352667335,737.8995887134679,848,848,848,848,848,848,848,848,848,750,201.45026784358348,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10073,264.0073689653547,347.52212503540005,442.6143750394134,513.564612040868,572.0445127327637,660.7719015148513,737.4435785415616,848,848,848,848,848,848,848,848,848,750,201.290808963127,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10074,258.01862932866493,347.3925182516548,443.0740603807093,514.2716902936535,573.074539167737,661.9110375277569,737.7513270830797,848,848,848,848,848,848,848,848,848,750,202.16825877211733,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10075,263.2232423736885,347.4169638647419,442.63274442285456,513.0796032486951,572.124943175428,659.1396533259671,738.4616645247308,848,848,848,848,848,848,848,848,848,750,202.86009876477388,298.99474997573293,400,500,500,600,720,848,848,848,848,768,848,848,848,848,750
10076,252.13312461640615,337.49316146032896,429.03116190790655,514.7729032036887,576.3662713406138,656.8274452974247,738.9925977436202,848,848,848,848,848,848,848,848,848,750,200.69602081711665,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10077,262.74404517679733,343.0981279445901,439.1852796719074,513.6716582902786,571.7073300396364,657.1494369103374,737.4996414173046,848,848,848,848,848,848,848,848,848,750,198.80907485981152,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10078,266.1707742501408,345.5298797952378,438.0944873064449,513.3019377325843,569.4462476988466,655.5252703001181,737.9271843924895,848,848,848,848,848,848,848,848,848,750,200.95722400149305,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10079,260.58068281282306,347.52212503540005,442.95827199049296,513.5227131397658,572.6913508337415,658.2662160561306,736.885191501082,848,848,848,848,848,848,848,848,848,750,201.36861210326865,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10080,260.58068281282306,348.54615543433295,443.0892794389971,513.3450088981605,572.7581228144592,658.3272456090211,736.7570048467844,848,848,848,848,848,848,848,848,848,750,201.56401462702752,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10081,260.8891637568044,347.3758431988343,439.6260704553107,513.865260486604,573.0450094374265,656.9561118695128,738.8330169175878,848,848,848,848,848,848,848,848,848,750,201.2253257524933,299.3924976487722,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10082,259.3803010783172,347.2706820281761,438.6628925857212,513.3590185393559,572.7581228144592,657.2669072980826,737.4808076301985,848,848,848,848,848,848,848,848,848,750,201.1730018191017,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10083,260.30077541058506,347.3925182516548,443.75471506902977,513.2344332076647,572.7581228144592,658.3860176142532,737.408965504098,848,848,848,848,848,848,848,848,848,750,202.87503153090063,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10084,260.3504279387142,347.49767942231296,442.2560841033994,513.9198452421138,573.1655189691122,658.1250439430481,737.892340292111,848,848,848,848,848,848,848,848,848,750,201.84229492986148,299.7212850916755,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10085,263.8120860915896,345.42878522397694,442.8823663677069,513.7827650577909,569.0859860922828,661.0124521991535,738.0445249617296,848,848,848,848,848,848,848,848,848,750,200.88133890785247,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10086,261.4684787261734,347.2274723298557,442.3750087572915,513.5000062109709,571.0804478344123,659.2671985827881,738.7977083895387,848,848,848,848,848,848,848,848,848,750,201.8019714377434,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10087,262.4081492889282,347.4259575115081,442.2945077672047,514.2884988948173,571.9264923603253,657.2721949360119,736.9787751570238,848,848,848,848,848,848,848,848,848,750,202.50604387850268,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10088,261.3825397579993,348.64799365454525,439.1633884748624,514.2733564017072,571.861246922774,659.3025176305806,737.9648095349125,848,848,848,848,848,848,848,848,848,750,201.854295371135,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10089,260.4835039703411,347.2706820281761,439.2067430429871,512.3260845169733,571.0796073693717,657.7661227937704,738.2969191587009,848,848,848,848,848,848,848,848,848,750,202.87991231277945,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10090,260.55510780483354,347.49767942231296,441.808403959032,513.4584146423311,571.4994587730438,657.8380764444104,735.8329619567304,848,848,848,848,848,848,848,848,848,750,201.4670301754526,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10091,263.08295910753776,347.3925182516548,442.9751865874421,513.4688771092044,572.2133789832926,656.5722895296522,737.0068118032326,848,848,848,848,848,848,848,848,848,750,203.218598951328,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10092,260.58068281282306,347.49767942231296,442.8726363609712,512.8718661422544,572.6722852938154,658.3485621836575,738.633319303043,848,848,848,848,848,848,848,848,848,750,202.87888113402417,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10093,263.3572378700652,347.4259575115081,441.36699830431854,514.3000590079025,572.2133789832926,657.244059090857,738.6254475784858,848,848,848,848,848,848,848,848,848,750,201.54146774513077,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10094,260.6434585360203,348.4409942636748,442.738194699383,512.6131518345336,571.0454898950841,658.3860176142532,737.6713096787694,848,848,848,848,848,848,848,848,848,750,202.197684558716,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10095,263.17130983872454,347.3758431988343,438.61561781557214,512.3150264299209,571.3323765180514,658.3860176142532,737.6925443662415,848,848,848,848,848,848,848,848,848,750,202.8985926911496,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10096,260.8549615753505,347.3041212880294,438.6065463832595,513.2820226750675,572.5534881805063,657.6733688510615,739.1497259042861,848,848,848,848,848,848,848,848,848,750,202.5814195197569,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10097,260.2035965681031,347.4259575115081,441.9294056086943,513.9501071834301,572.2429087136031,659.1222889363901,739.0461678305486,848,848,848,848,848,848,848,848,848,750,202.8433341969191,298.99474997573293,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10098,261.9367259227648,347.3925182516548,441.7609994108972,514.3399214111065,571.9264923603253,655.9756040890859,738.300213257299,848,848,848,848,848,848,848,848,848,750,201.18976415097083,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10099,257.414509069385,346.6001117094478,441.4479452347336,514.2339141393076,571.0804478344123,659.6832325949039,738.0991217218783,848,848,848,848,848,848,848,848,848,750,201.8019714377434,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10100,263.0630115733252,347.4169638647419,441.6742049454938,514.2456641502425,571.9268024888786,657.0308174698996,737.415972472648,848,848,848,848,848,848,848,848,848,750,201.5605813691112,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10101,260.65791412109246,347.49767942231296,442.0434984602492,514.3291332376368,572.7581228144592,659.6219835635749,738.2589304023547,848,848,848,848,848,848,848,848,848,750,202.882643410685,298.99474997573293,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10102,263.40589563659125,347.4169638647419,441.6245552534634,513.5872837600807,571.4514837599139,658.0849203348442,737.2262448883481,848,848,848,848,848,848,848,848,848,750,202.54871866273209,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10103,260.2532490962322,347.3925182516548,442.3347776037481,514.2308991135984,571.8401003029272,659.4667840828491,736.9450091507514,848,848,848,848,848,848,848,848,848,750,202.8985926911496,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10104,259.3460988968633,347.49767942231296,440.2767782094799,514.3568223372384,572.7581228144592,658.8282646317813,738.8546509558462,848,848,848,848,848,848,848,848,848,750,201.5247054132616,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10105,257.57407438416425,347.3925182516548,442.56987210496527,513.9211452325679,571.8534275052822,659.6676516102624,739.7332675283378,848,848,848,848,848,848,848,848,848,750,201.50114425301263,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10106,262.7318371217073,347.19099648155327,443.1142485727588,514.3546106171362,571.1099775647228,659.8577215848768,737.4971009718936,848,848,848,848,848,848,848,848,848,750,201.85621341763604,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10107,260.00977639702586,348.7191757419127,440.33335279406026,512.5292760038207,572.7845823793866,658.1796616723162,738.080445356809,848,848,848,848,848,848,848,848,848,750,200.93917666451827,298.99474997573293,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10108,259.1345958575331,347.3041212880294,439.3165449150711,513.8766207476287,571.5665408823148,662.0614307095386,738.09225151323,848,848,848,848,848,848,848,848,848,750,201.4824638746425,300.0595229636155,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10109,264.0073689653547,347.3925182516548,439.313159032028,514.3596312526199,571.5665408823148,660.832720368089,737.8042049399695,848,848,848,848,848,848,848,848,848,750,201.44690227312,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10110,260.8891637568044,347.3925182516548,438.5264484282874,512.645424473936,571.0454898950841,658.3633545534518,736.6463193494897,848,848,848,848,848,848,848,848,848,750,202.49264711709705,299.66177529057626,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10111,260.30077541058506,347.3041212880294,439.9167227452217,513.88340285831,570.8230909417555,658.7016008554822,738.0165395148966,848,848,848,848,848,848,848,848,848,750,203.2138370607324,299.6578091481417,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10112,258.05283151011884,347.3925182516548,442.177883670661,512.4462509478692,572.2961312878494,658.0749788772903,739.0927968524664,848,848,848,848,848,848,848,848,848,750,202.89179386276976,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10113,260.8549615753505,347.4169638647419,441.6742049454938,514.30957182,572.7584329430125,658.3860176142532,737.3534478367515,848,848,848,848,848,848,848,848,848,750,202.54688909698967,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10114,261.4311975245254,347.4169638647419,442.5002821878584,513.9673351383846,572.1762609862286,658.8624815575176,737.2112287978418,848,848,848,848,848,848,848,848,848,750,201.5063393892185,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10115,263.9731667839008,347.52212503540005,439.9778811942933,514.814175135852,573.0453195659799,659.5099608094453,738.280935564147,848,848,848,848,848,848,848,848,848,750,201.0951986789601,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10116,260.6092563545664,347.4169638647419,440.427326183646,513.9467964948898,573.4527157206329,658.1845365597185,737.408965504098,848,848,848,848,848,848,848,848,848,750,202.89179386276976,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10117,261.6282449787834,347.4259575115081,441.7811055728804,514.4141884353347,573.4344906457475,657.8408533362876,737.4768179851008,848,848,848,848,848,848,848,848,848,750,202.91777176659724,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10118,262.46413777455933,347.40028881192137,438.2454805234874,514.1431579935157,569.8759926862839,655.5935636014035,736.8762051605394,848,848,848,848,848,848,848,848,848,750,201.1119610108292,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10119,262.6812317871604,347.4259575115081,441.1165308266008,513.8647810322618,571.7049538654339,659.8251918464626,737.9472966112045,848,848,848,848,848,848,848,848,848,750,201.51313821759837,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10120,260.138924899384,347.52212503540005,442.5280652123558,512.2729694544832,572.5833280393701,661.4417790229161,739.7981844562979,848,848,848,848,848,848,848,848,848,750,202.11401679222467,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10121,264.5502311638245,347.52212503540005,442.0034421443924,514.0433490666862,570.3831841384899,658.9494942526992,736.2696466347595,848,848,848,848,848,848,848,848,848,750,202.8433341969191,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10122,264.30173195266485,347.4169638647419,442.6077836379857,513.0081746544845,572.6913508337415,656.8244321801959,738.1516461663159,848,848,848,848,848,848,848,848,848,750,202.96044655082665,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10123,260.6434585360203,347.2951276412632,439.20650039493705,512.2523406809246,572.4519088874167,660.3174995945404,737.8995887134679,848,848,848,848,848,848,848,848,848,750,203.24927977097167,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10124,261.3825397579993,347.3285669011165,438.9577362318772,514.4612589778149,573.4643305046113,657.8067331252461,737.4654519819761,848,848,848,848,848,848,848,848,848,750,201.18446254642583,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10125,260.0393946581422,347.4169638647419,438.9577362318772,514.5004194473578,573.0453195659799,658.4067110034598,739.1016405480784,848,848,848,848,848,848,848,848,848,750,201.16620299072187,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10126,262.9400602030126,347.4169638647419,442.3737600368344,513.1533597416646,571.0807579629657,659.2776868792835,738.3269625667564,848,848,848,848,848,848,848,848,848,750,202.9368853905777,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10127,252.7485742476168,343.5475317394564,431.3488860697959,515.4686619369667,575.3155650682401,656.0458186878111,737.4765020791414,848,848,848,848,848,848,848,848,848,750,200.87209092736825,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10128,263.17130983872454,347.4169638647419,442.628476061689,513.2087331075658,573.1479141513335,657.3829113550711,738.0191190497319,848,848,848,848,848,848,848,848,848,750,201.83447922036007,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10129,260.8891637568044,347.3925182516548,439.2957593736416,512.8751768307947,571.0804478344123,657.9064823149884,738.6168472878157,848,848,848,848,848,848,848,848,848,750,202.88466344806616,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10130,262.3868687998502,347.2706820281761,438.4063419928452,514.0637193766054,572.7089556515202,656.6417958993657,737.9766981885551,848,848,848,848,848,848,848,848,848,750,202.92735546429225,300.05245468300075,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10131,263.91901823416794,347.4504031245952,443.1407486841295,513.9644317780195,571.4541608966742,658.3446572598568,737.0921268985584,848,848,848,848,848,848,848,848,848,750,201.1119610108292,299.38939551059195,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10132,258.03000495256737,347.4504031245952,439.2067430429871,512.2514581811502,572.5833280393701,659.0198823382756,738.8394160561023,848,848,848,848,848,848,848,848,848,750,202.4834884772827,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10133,262.80305170529977,347.49767942231296,442.3991639084501,513.2554850855896,572.9724991191378,661.0151912313964,738.5578021280797,848,848,848,848,848,848,848,848,848,750,202.89179386276976,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10134,262.6412011940987,347.49767942231296,443.3636439855468,513.0724731519191,572.3015594968672,658.4487465472816,737.4286253915712,848,848,848,848,848,848,848,848,848,750,201.8019714377434,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10135,260.15474846977315,347.4169638647419,438.3763783682493,514.3856716102583,573.0453195659799,659.8345816332843,737.1721360892749,848,848,848,848,848,848,848,848,848,750,201.8019714377434,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10136,260.8549615753505,353.3813954090026,441.4458555032793,514.6999910324324,578.5583362252269,658.1779465170297,738.2155358948346,848,848,848,848,848,848,848,848,848,750,202.71145946758736,299.38939551059195,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10137,263.1142810997192,347.4169638647419,439.2754105636083,513.515627886852,572.9432795173806,657.1981384580515,737.8257871187375,848,848,848,848,848,848,848,848,848,750,202.40761505100983,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10138,263.1142810997192,347.3925182516548,442.2853705597677,513.5872837600807,571.0454898950841,658.7109822356765,738.8123550242212,848,848,848,848,848,848,848,848,848,750,202.2095880232644,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10139,262.7318371217073,346.65511540230875,442.07762204112873,513.7342060665575,571.2125721500764,657.7784714184572,735.934928032192,848,848,848,848,848,848,848,848,848,750,202.8375518828771,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10140,260.54627969353834,347.4259575115081,440.09244634381497,512.3386905845358,571.7513874566829,660.3969223309,738.4717881645419,848,848,848,848,848,848,848,848,848,750,202.4824827182537,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10141,263.145734830735,348.4654398767619,442.28512791171767,512.5575627514008,571.4648109622689,660.3792205571151,737.2912025955069,848,848,848,848,848,848,848,848,848,750,202.1307791240938,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10142,260.52090562337963,347.49767942231296,442.4689766172863,513.9673351383846,571.8534275052822,661.2466091010637,737.7029811744796,848,848,848,848,848,848,848,848,848,750,201.50114425301263,299.38939551059195,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10143,260.1592106268589,347.3925182516548,442.2853705597677,512.6601168575236,571.7513874566829,657.9000889482105,739.711867927408,848,848,848,848,848,848,848,848,848,750,202.58181622595427,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10144,257.14975211998865,346.473481364802,436.891682724892,515.9668510238041,570.2724294501289,662.9101685436256,739.9042190243018,848,848,848,848,848,848,848,848,848,750,199.78307021274895,300.63801284127214,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10145,256.6228841932078,346.4296059311397,441.3649173216627,514.0065554906815,570.9819812383032,657.7127280460606,737.6950917964801,848,848,848,848,848,848,848,848,848,750,202.53545719793595,299.66177529057626,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10146,258.20135788842094,347.59951764252526,438.63584726525664,513.004350731514,571.8238977749717,658.6904221331374,738.1361810957019,848,848,848,848,848,848,848,848,848,750,201.83753303926588,299.6578091481417,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10147,260.80081302561763,347.3925182516548,441.90929944671103,513.3833767857208,572.0146728738998,658.3128151181177,737.8200006558615,848,848,848,848,848,848,848,848,848,750,201.5280709837251,300.0564208254353,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10148,260.7807989450022,348.90589770358616,442.5907015869341,514.8158006307875,572.3194744431993,656.7370488413832,736.2650848625094,848,848,848,848,848,848,848,848,848,750,202.16014385181305,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10149,255.3777011454655,346.976268652928,439.9063023173997,516.5392862899143,570.0110935119624,656.8606951439376,738.6272253062085,848,848,848,848,848,848,848,848,848,750,201.56185274963727,302.26715502304825,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10150,260.32205589966304,347.6222182438082,439.6206838120128,514.2982126367422,571.5279312691596,658.5531108150673,738.9772393289064,848,848,848,848,848,848,848,848,848,750,201.78351297604436,299.38939551059195,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10151,254.14168210266445,344.41628665505726,429.1704350932598,515.4324145539016,573.5440051198779,655.4415211271802,737.0412663836609,848,848,848,848,848,848,848,848,848,750,201.9144702008818,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10152,260.59057639475,350.0427706792315,445.2509190422125,513.5209012516603,571.2407949826343,652.8072814184402,737.3461328261003,848,848,848,848,848,848,848,848,848,750,203.13241542291627,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10153,259.46632531228886,348.8749910486821,443.60200806149095,514.4561015506645,571.9264923603253,659.2339420399937,738.3422641603105,848,848,848,848,848,848,848,848,848,750,201.18976415097083,300.61103759856496,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10154,255.85927973230264,349.1123778684556,440.3426569023122,514.0774024666489,570.793561211445,658.0416114824487,739.4485138576331,848,848,848,848,848,848,848,848,848,750,202.93993660671407,299.9612509831314,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10155,256.96887926954605,347.16718746157176,443.86206684048346,514.3643575053371,572.2429087136031,659.0677619499553,741.2689287621523,848,848,848,848,848,848,848,848,848,750,202.81018665214904,299.6547070099615,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10156,257.7586167528456,346.7727586657095,441.7508086284086,511.72107981431327,570.8646409766683,660.2736269744287,737.8180755499586,848,848,848,848,848,848,848,848,848,750,202.54907258875744,300.21639206370594,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10157,257.17877392409326,348.1985216554117,443.53622881257735,513.3775889344018,570.8351112463578,659.4095739387734,739.8104769110702,848,848,848,848,848,848,848,848,848,750,202.8625155083524,300.2234603443207,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10158,259.9185394684173,347.80660749895173,443.9530255643887,514.2923342019778,571.2703247129448,663.1001048102455,738.2105036144469,848,848,848,848,848,848,848,848,848,750,205.0777400055813,300.0493525448205,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10159,254.60158491433336,348.8749910486821,443.5353197580709,513.3548957925996,571.2541221849892,660.3222869594384,739.0963876114411,848,848,848,848,848,848,848,848,848,750,202.8433341969191,300.21639206370594,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10160,258.5303975738826,348.80326913787724,443.1662688913655,513.249048885929,571.3323765180514,658.756326553917,738.5428015942834,848,848,848,848,848,848,848,848,848,750,202.2311291461322,300.61103759856496,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10161,258.34254046721617,348.64799365454525,439.5516205867113,513.0724731519191,570.8513137743133,657.5411653754663,739.3874786233607,848,848,848,848,848,848,848,848,848,750,201.45026784358348,300.21639206370594,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10162,261.4790609417862,349.1123778684556,440.4495575296988,513.5155025258988,571.7702671213988,657.8325114552844,736.5870072964102,848,848,848,848,848,848,848,848,848,750,204.4588577045238,300.6141397367452,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
10163,254.8472901351174,349.33937526259245,443.5353197580709,513.4019663350797,572.2133789832926,660.6035348720781,737.56111505618,848,848,848,848,848,848,848,848,848,750,201.13552217107815,300.61103759856496,400,500,500,600,720,848,848,848,848,848,848,848,848,848,750
