序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
8437,281.87,355.26,442.94,514.99,571.3,642.71,730.5,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.12,201.69,298.43,399.89,500.34,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8438,282.01,355.27,442.37,515.19,571.59,642.63,730.39,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.13,201.69,298.75,400.18,500.33,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.3
8439,282.01,355.27,442.9,515.19,571.6,642.68,730.5,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.65,298.78,400.15,500.15,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8440,281.79,355.28,442.35,515.05,572.03,642.58,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.75,298.5,400.04,500.47,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8441,282.01,355.27,442.9,515.19,571.59,642.68,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.1,201.65,298.98,400.19,500.2,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8442,282.01,355.27,442.43,515.19,571.59,642.62,730.39,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.7,299.0,400.17,500.18,522.81,610.71,726.66,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8443,280.06,349.0,442.24,514.66,569.66,639.0,730.32,815.61,815.6,815.89,815.46,815.48,815.46,815.51,815.51,815.99,751.78,205.92,298.42,400.17,500.4,524.4,610.63,727.02,815.71,815.28,815.91,815.94,815.69,815.7,815.68,817.11,815.9,749.36
8444,282.01,355.24,442.36,515.16,572.03,642.7,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.12,201.69,298.57,399.99,500.12,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.21
8445,281.62,356.06,442.7,514.52,570.02,643.01,730.51,815.67,815.66,815.94,815.52,815.64,815.55,815.57,815.55,816.34,752.06,202.54,299.02,400.82,500.04,523.39,610.75,726.03,815.82,815.3,815.99,815.97,815.92,815.71,815.88,817.16,816.0,749.35
8446,282.01,355.27,442.36,515.17,571.61,642.61,730.5,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.11,201.69,298.8,400.06,500.19,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8447,281.62,356.86,442.22,514.55,569.58,642.92,730.48,815.67,815.66,815.94,815.52,815.64,815.55,815.57,815.55,816.34,752.09,202.59,299.18,400.94,500.61,523.65,610.75,726.03,815.82,815.3,815.99,815.97,815.92,815.71,815.88,817.16,816.0,749.39
8448,282.01,355.27,442.96,515.19,571.59,642.68,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.65,298.85,400.19,500.2,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8449,282.01,355.27,442.88,515.01,572.02,642.65,730.39,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.64,298.43,400.12,500.58,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8450,281.79,354.77,442.88,515.04,572.14,642.63,730.39,815.57,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,751.94,201.87,298.63,400.03,500.57,522.81,610.71,726.74,815.71,815.28,815.96,815.97,815.92,815.71,815.84,817.16,816.0,749.24
8451,282.04,355.28,442.94,514.98,572.11,642.63,730.4,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.07,201.71,298.85,400.06,500.45,523.18,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8452,282.01,355.24,442.35,515.16,572.03,642.7,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.67,298.34,400.06,500.47,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.27
8453,282.01,355.29,442.03,515.16,571.59,642.63,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.67,298.63,400.19,500.27,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.26
8454,281.4,357.74,438.73,514.74,571.58,640.9,730.44,815.63,815.62,815.89,815.41,815.54,815.5,815.56,815.47,816.07,751.62,202.86,299.3,399.56,500.36,523.67,608.74,726.6,815.68,815.28,815.91,815.94,815.9,815.61,815.77,817.07,815.96,749.33
8455,282.01,355.24,442.36,515.16,572.03,642.83,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.03,201.69,299.03,400.17,500.14,522.81,610.71,726.77,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.21
8456,282.01,355.27,442.37,515.19,571.59,642.63,730.39,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.03,201.69,298.97,400.24,500.33,522.81,610.71,726.74,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.31
8457,282.01,355.27,442.43,515.19,571.59,642.13,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.09,201.7,299.0,400.2,500.25,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.3
8458,282.01,355.29,442.37,515.23,571.59,642.63,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.69,298.78,400.18,500.33,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8459,282.01,355.27,442.45,515.21,571.59,640.9,730.39,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.7,298.86,400.17,500.35,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.32
8460,282.01,355.27,442.08,515.19,572.03,642.6,730.35,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.08,201.67,298.54,400.1,500.14,523.18,610.71,726.91,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.32
8461,292.46,347.88,431.47,513.42,576.55,644.44,730.17,815.85,815.75,815.97,815.61,815.73,815.59,815.59,815.67,816.59,759.48,212.07,298.92,400.08,500.27,522.44,610.41,720.99,815.94,815.36,816.06,816.07,816.02,815.82,815.92,817.26,816.06,749.2
8462,282.04,355.29,442.41,514.98,572.03,640.87,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.76,298.51,400.07,500.49,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8463,282.01,355.24,442.45,515.16,571.59,641.12,730.37,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.7,299.19,400.16,500.26,523.19,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8464,282.01,355.27,442.45,513.98,571.59,640.92,730.32,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.08,201.7,299.0,400.16,500.18,523.22,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.25
8465,282.01,355.27,442.42,515.19,572.03,640.88,730.39,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.13,201.7,298.49,400.19,500.28,522.87,610.71,726.57,815.73,815.28,815.93,815.97,815.86,815.71,815.84,817.16,816.0,749.29
8466,282.01,355.25,442.43,515.16,571.59,642.72,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.7,298.61,400.16,500.22,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,815.97,749.22
8467,282.01,355.29,442.43,515.22,571.59,642.62,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.7,298.88,400.17,500.18,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.26
8468,281.79,355.23,442.41,513.95,572.11,641.09,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.78,298.52,400.16,500.39,522.84,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8469,282.01,354.77,442.43,514.15,571.59,640.9,730.39,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.1,201.72,299.01,400.14,500.23,522.82,610.71,726.57,815.73,815.28,815.92,815.97,815.86,815.71,815.86,817.16,815.97,749.27
8470,282.01,355.29,442.45,515.22,571.59,640.9,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.03,201.7,299.12,400.17,500.28,522.82,610.71,726.77,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.31
8471,282.01,354.81,442.95,515.25,572.03,642.72,730.45,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.07,201.64,298.89,400.02,500.39,523.2,610.71,726.89,815.73,815.28,815.96,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8472,282.01,355.29,442.11,515.16,571.35,642.72,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.07,201.68,298.93,400.16,500.28,522.81,610.71,726.74,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.19
8473,282.01,355.31,442.9,515.25,571.59,642.75,730.46,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.65,298.8,400.13,500.2,522.83,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8474,282.01,355.27,442.36,515.22,571.59,642.61,730.38,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.69,299.05,400.1,500.21,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.31
8475,282.01,355.27,442.45,514.61,571.59,640.9,730.39,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.1,201.72,298.93,400.15,500.42,522.82,610.71,726.57,815.73,815.28,815.94,815.97,815.86,815.72,815.84,817.16,816.0,749.28
8476,282.01,355.29,442.36,515.16,572.03,642.6,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.69,298.97,400.06,500.2,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,815.97,749.23
8477,282.01,355.27,442.09,515.23,571.35,642.62,730.38,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.1,201.68,298.59,400.14,500.18,522.81,610.71,726.57,815.73,815.28,815.93,815.97,815.86,815.71,815.84,817.16,816.0,749.29
8478,282.01,355.29,442.09,515.23,571.59,642.62,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.1,201.68,298.88,400.21,500.24,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.26
8479,282.01,355.24,442.42,515.16,572.03,642.7,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.08,201.7,299.03,400.11,500.13,522.81,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8480,282.01,354.83,442.42,514.34,572.06,641.09,730.44,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.07,201.71,298.77,400.13,500.23,522.82,610.71,726.77,815.73,815.28,815.96,815.97,815.86,815.71,815.86,817.16,816.0,749.27
8481,282.01,354.79,442.45,515.16,571.59,642.62,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.13,201.7,298.91,400.14,500.24,522.87,610.71,726.57,815.73,815.28,815.96,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8482,282.01,354.74,442.45,515.16,571.62,641.12,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.7,299.15,400.16,500.22,522.82,610.71,726.57,815.73,815.28,815.96,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8483,282.01,354.75,442.05,515.16,571.35,642.73,730.42,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.1,201.67,298.72,400.17,500.36,522.81,610.71,726.57,815.73,815.28,815.92,815.97,815.86,815.71,815.84,817.16,816.0,749.26
8484,282.01,354.77,442.41,515.19,572.06,640.88,730.42,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.07,201.69,298.61,400.12,500.42,522.82,610.71,726.77,815.73,815.28,815.96,815.97,815.86,815.71,815.86,817.16,816.0,749.27
8485,282.01,355.29,442.11,514.19,571.35,640.9,730.42,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.04,201.7,298.95,400.14,500.28,522.82,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.26
8486,280.03,349.01,442.68,514.85,569.72,641.44,730.31,815.61,815.6,815.89,815.46,815.48,815.46,815.51,815.51,816.0,751.74,205.83,298.54,400.25,500.26,524.4,610.63,727.02,815.71,815.28,815.91,815.94,815.69,815.7,815.66,817.11,815.87,749.33
8487,282.01,355.27,442.02,515.22,572.03,642.6,730.31,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.08,201.67,298.7,400.09,500.42,523.18,610.71,726.91,815.73,815.28,815.96,815.97,815.92,815.71,815.84,817.16,816.0,749.26
8488,282.01,355.29,442.35,514.98,572.03,642.7,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.68,298.55,400.06,500.4,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8489,282.01,355.25,442.39,515.16,571.59,642.73,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.69,298.91,400.12,500.25,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8490,282.01,355.27,442.35,515.04,572.03,642.6,730.38,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.68,298.53,400.09,500.6,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.3
8491,282.01,355.29,442.08,515.17,571.79,640.87,730.42,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.29,752.08,201.67,298.66,400.1,500.23,522.82,610.71,726.66,815.73,815.28,815.97,815.97,815.92,815.71,815.84,817.16,816.0,749.2
8492,282.01,355.24,442.08,515.16,571.59,640.98,730.44,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.11,201.68,298.95,400.08,500.22,522.82,610.71,726.66,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.25
8493,282.01,355.29,442.42,515.23,572.03,640.87,730.42,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.07,201.68,298.8,400.06,500.29,522.82,610.71,726.74,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,815.97,749.28
8494,282.01,355.29,442.28,515.23,571.88,642.59,730.42,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.07,201.6,298.73,400.09,500.3,522.81,610.71,726.77,815.73,815.28,815.96,815.97,815.86,815.71,815.84,817.16,816.0,749.27
8495,282.01,354.8,442.31,513.96,571.38,640.92,730.35,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.11,201.82,299.04,400.14,500.23,523.22,610.71,726.91,815.74,815.28,815.93,815.97,815.86,815.72,815.75,817.11,815.98,749.23
8496,282.01,355.27,442.29,514.61,571.26,640.9,730.29,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.62,299.0,400.14,500.14,523.19,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,815.97,749.26
8497,282.01,354.79,442.28,515.16,571.7,640.87,730.35,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.22,201.6,298.97,400.07,500.1,523.19,610.71,726.91,815.73,815.28,815.92,815.97,815.86,815.71,815.84,817.16,815.97,749.3
8498,282.01,355.35,442.44,514.1,562.96,640.49,730.42,815.67,815.66,815.92,815.5,815.62,815.54,815.57,815.54,816.29,752.04,201.86,299.14,399.99,500.13,523.3,610.71,726.86,815.73,815.15,815.92,815.98,815.92,815.71,815.84,817.16,816.0,749.5
8499,282.01,355.17,442.02,515.22,571.35,642.61,730.38,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.07,201.67,298.83,400.14,500.31,522.81,610.71,726.77,815.73,815.28,815.93,815.97,815.86,815.71,815.84,817.16,816.0,749.29
8500,282.92,347.83,442.45,516.12,571.59,641.0,730.44,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.11,201.68,298.96,399.7,500.36,523.1,610.71,726.66,815.73,815.28,815.94,815.97,815.86,815.72,815.84,817.16,815.97,749.2
8501,282.01,355.27,442.02,515.22,571.79,642.61,730.31,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.11,201.68,298.92,400.13,500.23,523.18,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,815.97,749.29
8502,282.01,355.19,442.09,515.16,571.35,641.0,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.11,201.68,298.91,400.03,500.14,523.18,610.71,726.89,815.73,815.28,815.94,815.97,815.86,815.72,815.84,817.16,816.0,749.22
8503,282.01,355.19,442.09,515.17,571.35,640.9,730.35,815.67,815.63,815.92,815.51,815.55,815.56,815.54,815.54,816.27,752.08,201.68,298.92,400.15,500.18,523.19,610.71,726.89,815.74,815.28,815.92,815.95,815.86,815.72,815.75,817.11,815.95,749.29
8504,281.79,355.18,442.35,515.05,572.11,642.58,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.75,298.8,400.07,500.44,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,815.97,749.33
8505,282.01,355.19,442.43,515.23,571.59,640.9,730.35,815.67,815.65,815.92,815.53,815.55,815.55,815.57,815.54,816.29,752.08,201.7,298.96,400.17,500.21,523.19,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.26
8506,282.01,355.19,442.43,515.16,571.59,642.72,730.26,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.68,298.8,400.14,500.18,523.18,610.71,726.9,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.28
8507,282.01,355.29,442.29,515.16,571.26,642.72,730.42,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.04,201.6,298.96,400.15,500.13,522.81,610.71,726.77,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.27
8508,282.01,354.74,442.31,515.16,571.29,642.23,730.44,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.07,201.6,299.07,400.16,500.2,522.81,610.71,726.89,815.73,815.28,815.92,815.97,815.86,815.71,815.84,817.16,816.0,749.24
8509,282.01,355.17,442.05,515.19,571.35,642.63,730.35,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.22,201.68,298.99,400.2,500.29,523.18,610.71,726.91,815.74,815.28,815.94,815.97,815.86,815.72,815.75,817.11,815.98,749.32
8510,282.01,355.96,442.48,515.25,571.59,641.0,730.4,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.08,201.68,299.05,399.85,500.13,523.21,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,815.97,749.32
8511,282.01,355.19,442.42,514.35,572.03,640.88,730.32,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.7,298.68,400.08,500.29,523.19,610.71,726.9,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.28
8512,282.01,355.19,442.43,515.16,571.59,641.0,730.35,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.07,201.7,299.09,400.14,500.14,523.19,610.71,726.91,815.74,815.28,815.94,815.97,815.86,815.72,815.77,817.11,815.98,749.22
8513,282.01,355.24,442.44,515.22,562.56,640.69,730.37,815.67,815.66,815.92,815.5,815.57,815.54,815.57,815.54,816.29,752.2,201.84,299.14,400.04,499.98,523.67,610.71,727.11,815.73,815.15,815.88,815.98,815.86,815.71,815.84,817.16,816.0,749.51
8514,282.01,355.27,442.43,515.19,571.59,642.13,730.32,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.22,201.7,299.15,400.23,500.16,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,815.97,749.31
8515,282.01,355.27,442.29,515.23,571.26,640.9,730.28,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.22,201.6,298.83,400.16,500.26,523.18,610.71,726.9,815.74,815.28,815.94,815.97,815.86,815.72,815.75,817.11,815.95,749.32
8516,292.47,347.88,431.0,513.47,575.37,644.41,730.07,815.85,815.74,815.97,815.62,815.68,815.59,815.59,815.66,816.59,759.46,212.01,299.31,400.18,500.07,522.78,610.41,721.02,815.94,815.36,816.04,816.07,815.96,815.83,815.92,817.26,816.06,749.19
8517,282.01,354.79,442.45,515.22,571.62,640.9,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.1,201.7,299.2,400.18,500.32,523.18,610.71,726.91,815.73,815.28,815.94,815.97,815.86,815.72,815.86,817.16,816.0,749.28
8518,282.01,355.29,442.45,515.22,571.59,642.62,730.35,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.22,201.68,299.02,400.17,500.2,523.18,610.71,726.91,815.73,815.28,815.93,815.97,815.86,815.71,815.84,817.16,816.0,749.29
8519,282.01,354.77,442.09,515.22,571.62,640.9,730.31,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.08,201.68,298.91,400.18,500.21,523.19,610.71,726.91,815.73,815.28,815.92,815.97,815.86,815.71,815.84,817.16,816.0,749.24
8520,276.77,350.44,437.55,515.88,579.34,643.0,729.22,815.67,815.62,815.9,815.51,815.52,815.55,815.57,815.47,816.21,751.91,200.88,298.61,400.05,499.95,524.52,611.01,726.86,815.63,815.25,815.94,815.94,815.86,815.71,815.88,817.16,815.9,749.54
8521,282.01,355.27,442.39,515.22,571.59,642.63,730.32,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.67,298.95,400.18,500.37,523.18,610.71,726.91,815.73,815.28,815.94,815.97,815.86,815.72,815.84,817.16,815.97,749.26
8522,282.01,354.83,442.43,514.12,571.62,641.12,730.37,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.08,201.72,299.07,400.13,500.12,523.19,610.71,726.91,815.73,815.28,815.94,815.97,815.86,815.72,815.86,817.16,816.0,749.3
8523,282.04,355.27,442.27,515.04,571.79,640.77,730.31,815.67,815.65,815.92,815.53,815.55,815.55,815.57,815.54,816.29,752.08,201.74,298.68,400.12,500.42,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.31
8524,282.01,355.25,442.22,515.16,571.79,642.7,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.08,201.66,298.67,400.06,500.28,523.18,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.26
8525,282.01,355.25,442.31,515.16,571.35,641.0,730.42,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.04,201.68,298.95,400.14,500.22,522.82,610.71,726.74,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.27
8526,282.01,355.29,442.08,514.18,571.79,640.87,730.32,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.7,298.62,400.04,500.25,523.19,610.71,726.9,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.27
8527,282.01,355.29,442.42,515.23,572.03,640.87,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.1,201.7,299.07,400.07,500.21,523.19,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.28
8528,281.79,355.28,442.41,515.04,572.13,642.57,730.42,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.04,201.76,298.64,400.0,500.4,522.81,610.71,726.74,815.74,815.28,815.94,815.97,815.86,815.72,815.75,817.11,815.95,749.24
8529,282.01,355.27,442.03,515.19,571.35,642.63,730.32,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.29,752.08,201.67,298.93,400.07,500.19,523.18,610.71,726.91,815.74,815.28,815.94,815.97,815.86,815.72,815.75,817.11,815.98,749.32
8530,282.01,355.27,442.36,515.22,572.03,642.6,730.38,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.09,201.68,298.8,400.05,500.44,522.81,610.71,726.57,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.26
8531,282.01,355.29,442.9,515.16,571.58,642.68,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.21,201.65,299.1,400.19,500.21,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.24
8532,280.03,349.01,442.2,514.83,569.28,641.49,730.22,815.61,815.6,815.89,815.46,815.48,815.46,815.51,815.51,815.99,751.86,205.85,298.64,400.26,500.2,524.74,610.63,727.28,815.71,815.28,815.91,815.94,815.69,815.7,815.68,817.11,815.9,749.33
8533,282.04,355.27,442.35,515.01,572.03,642.6,730.32,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.08,201.68,298.75,400.14,500.43,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.25
8534,282.01,355.29,442.35,515.05,572.03,642.6,730.42,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.07,201.69,298.78,400.09,500.53,522.81,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.3
8535,282.04,355.29,442.41,515.05,572.03,640.87,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.11,201.69,298.88,400.07,500.49,523.19,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.29
